ID,Name,Task,Genes
HP:0005244,Gastrointestinal infarctions,Monarch,"[""1281"",""2153"",""26191"",""3106"",""3123"",""3593"",""3717"",""4210"",""567"",""6794"",""6945"",""7010"",""811"",""8974""]"
HP:0006089,Palmar hyperhidrosis,Monarch,"[""1041"",""1080"",""1508"",""162514"",""284654"",""3853"",""3854"",""3868"",""3872"",""3914"",""51360"",""64065"",""80326"",""8710"",""9373""]"
HP:0006288,Advanced eruption of teeth,Monarch,"[""10269"",""11128"",""126695"",""132884"",""1387"",""139285"",""153241"",""1717"",""1801"",""1832"",""2033"",""2121"",""2263"",""22858"",""2316"",""23384"",""23394"",""26005"",""27152"",""2737"",""3643"",""3728"",""3853"",""3854"",""3868"",""3872"",""4000"",""404672"",""4281"",""4750"",""4784"",""54903"",""55703"",""56975"",""5745"",""57688"",""58508"",""6197"",""64324"",""64919"",""7403"",""7407"",""79813"",""8085""]"
HP:0007210,Lower limb amyotrophy,Monarch,"[""10020"",""10342"",""10397"",""10516"",""10667"",""10755"",""121512"",""122622"",""126129"",""128486"",""16"",""203859"",""22880"",""2318"",""23299"",""23769"",""2583"",""26580"",""2705"",""29967"",""3094"",""3098"",""3300"",""3315"",""339855"",""340075"",""340533"",""353116"",""3798"",""3852"",""3861"",""3920"",""4000"",""4099"",""4287"",""4311"",""4625"",""4744"",""4747"",""51062"",""51271"",""5165"",""5354"",""5376"",""547"",""55210"",""57679"",""57863"",""59341"",""59345"",""6253"",""6261"",""64423"",""64837"",""64856"",""7169"",""7170"",""7273"",""7453"",""7528"",""7879"",""7994"",""80208"",""81545"",""8242"",""8291"",""8450"",""84665"",""84668"",""8557"",""8566"",""8988"",""9131"",""91574"",""9197"",""9255"",""9420"",""9927"",""9990""]"
HP:0007410,Palmoplantar hyperhidrosis,Monarch,"[""1041"",""1080"",""1508"",""162514"",""284654"",""3853"",""3854"",""3868"",""3872"",""51360"",""64065"",""80326"",""8710"",""9373""]"
HP:0007446,Palmoplantar blistering,Monarch,"[""1294"",""1828"",""3848"",""3852"",""3853"",""3854"",""3861"",""3868"",""3872"",""5317"",""5339""]"
HP:0007502,Follicular hyperkeratosis,Monarch,"[""10804"",""10999"",""1291"",""147409"",""1825"",""22861"",""23509"",""2706"",""3853"",""3854"",""3868"",""3872"",""3887"",""3889"",""3892"",""4035"",""4921"",""51360"",""5317"",""5351"",""55033"",""55851"",""5950"",""6720"",""6897"",""79651"",""80326"",""831"",""9325""]"
HP:0007550,Hypohidrosis or hyperhidrosis,Monarch,"[""1001"",""100134444"",""10161"",""1029"",""1041"",""10558"",""1080"",""10804"",""10892"",""10913"",""11280"",""113179"",""114548"",""1161"",""1185"",""1188"",""1200"",""1201"",""1203"",""121214"",""121391"",""126695"",""128178"",""128674"",""1291"",""1301"",""1308"",""1474"",""1476"",""1497"",""1499"",""1508"",""1509"",""1512"",""162514"",""1644"",""170302"",""1736"",""1743"",""1788"",""1828"",""1896"",""200734"",""2034"",""204219"",""2055"",""2072"",""2074"",""2260"",""2263"",""2271"",""22891"",""229"",""23095"",""2312"",""23516"",""23529"",""23769"",""242"",""2517"",""2556"",""256471"",""25923"",""26154"",""26191"",""26277"",""2690"",""2706"",""27086"",""2717"",""27235"",""283120"",""284111"",""284252"",""284654"",""285848"",""2887"",""2896"",""29926"",""3060"",""3074"",""3094"",""3106"",""3119"",""3123"",""3145"",""3172"",""3190"",""3248"",""3265"",""330"",""3481"",""348938"",""3492"",""3508"",""3572"",""3593"",""3717"",""3728"",""3736"",""374393"",""3767"",""3848"",""3852"",""3853"",""3854"",""3857"",""3861"",""3868"",""3872"",""388962"",""3914"",""3977"",""4001"",""412"",""4149"",""4191"",""4221"",""4340"",""4352"",""4763"",""477"",""478"",""4792"",""4869"",""4914"",""5015"",""5032"",""5073"",""51062"",""51360"",""51750"",""5317"",""54084"",""54101"",""5422"",""54463"",""547"",""54949"",""54982"",""55135"",""55164"",""5538"",""55505"",""55651"",""55654"",""5573"",""55768"",""5604"",""5605"",""5621"",""56916"",""57152"",""57511"",""5818"",""59335"",""59344"",""595"",""5979"",""60401"",""60529"",""6335"",""6389"",""6390"",""6391"",""6392"",""64065"",""64072"",""64837"",""6507"",""65125"",""6559"",""6571"",""6657"",""6658"",""6663"",""667"",""6697"",""673"",""6768"",""6785"",""6786"",""6820"",""6833"",""6898"",""6927"",""6945"",""7012"",""7015"",""7051"",""7066"",""7157"",""7189"",""7298"",""7351"",""7428"",""7528"",""773"",""779"",""79641"",""79650"",""80169"",""80326"",""80331"",""83550"",""8402"",""84133"",""8450"",""8517"",""8518"",""85358"",""85446"",""8567"",""8573"",""8626"",""8710"",""8802"",""8803"",""8820"",""8915"",""8929"",""8974"",""9049"",""9071"",""9244"",""9325"",""9373"",""9517"",""9630"",""9881"",""9915""]"
HP:0008066,Abnormal blistering of the skin,Monarch,"[""10277"",""10312"",""10320"",""1041"",""10630"",""1186"",""1230"",""127534"",""1280"",""1294"",""1308"",""1371"",""1475"",""149233"",""171023"",""1736"",""1825"",""1828"",""1830"",""1832"",""1893"",""23013"",""23086"",""23219"",""2531"",""2563"",""2623"",""26277"",""2697"",""2707"",""29887"",""3106"",""3119"",""3123"",""3339"",""337867"",""340024"",""3459"",""355"",""3586"",""3592"",""362"",""3655"",""3675"",""3691"",""3728"",""3815"",""3848"",""3849"",""3852"",""3853"",""3854"",""3857"",""3858"",""3861"",""3868"",""3872"",""3909"",""3914"",""3918"",""4210"",""4312"",""473"",""4869"",""5073"",""50943"",""51750"",""51752"",""5317"",""5339"",""54790"",""54800"",""54897"",""5498"",""55135"",""55505"",""55612"",""55630"",""55651"",""55739"",""5590"",""56916"",""57393"",""63976"",""641"",""6427"",""64682"",""6497"",""667"",""673"",""6775"",""7012"",""7015"",""7099"",""720"",""7298"",""7389"",""7390"",""7798"",""79650"",""80169"",""8302"",""831"",""8510"",""8514"",""8517"",""8600"",""861"",""867"",""9333"",""9401"",""977""]"
HP:0008404,Nail dystrophy,Monarch,"[""10084"",""10269"",""1041"",""10616"",""10651"",""1075"",""10804"",""121391"",""126695"",""1294"",""130340"",""1308"",""132884"",""134218"",""1349"",""136647"",""1475"",""1493"",""16"",""162514"",""1736"",""1828"",""1832"",""19"",""2068"",""2071"",""2121"",""22861"",""2316"",""23328"",""26137"",""26277"",""26525"",""2697"",""2706"",""284654"",""2934"",""2961"",""3106"",""3229"",""3248"",""326"",""340061"",""3572"",""3655"",""3675"",""3691"",""3728"",""3845"",""3848"",""3852"",""3853"",""3854"",""3861"",""3868"",""3872"",""3887"",""3889"",""3891"",""3892"",""3909"",""3914"",""3918"",""4000"",""4014"",""404672"",""4047"",""4094"",""4141"",""4312"",""4598"",""4791"",""4792"",""4851"",""4869"",""488"",""4914"",""5073"",""50943"",""51062"",""51360"",""51371"",""51750"",""5189"",""5190"",""526"",""5297"",""5317"",""5339"",""54463"",""545"",""547"",""54800"",""54914"",""55135"",""55505"",""55651"",""5604"",""5605"",""56916"",""56992"",""57217"",""5818"",""6117"",""6335"",""64065"",""64682"",""64840"",""64858"",""65057"",""65125"",""6605"",""667"",""6720"",""673"",""6774"",""6897"",""7012"",""7015"",""7051"",""7133"",""7157"",""7298"",""7319"",""7373"",""7737"",""7879"",""79650"",""79719"",""79977"",""80169"",""80326"",""8085"",""833"",""8456"",""8517"",""860"",""8626"",""8815"",""92345"",""940"",""9401"",""977""]"
HP:0008959,Distal upper limb muscle weakness,Monarch,"[""10397"",""10516"",""10755"",""112476"",""122622"",""203859"",""22880"",""2318"",""23259"",""23676"",""29925"",""29967"",""3035"",""3098"",""353116"",""3714"",""4000"",""4311"",""4747"",""477"",""54332"",""57863"",""59341"",""59345"",""6261"",""6323"",""64856"",""6652"",""7072"",""7143"",""7273"",""7415"",""7453"",""773"",""80208"",""81846"",""8291"",""8878"",""8988"",""90523"",""9517""]"
HP:0009053,Distal lower limb muscle weakness,Monarch,"[""10020"",""10397"",""10516"",""10755"",""10908"",""1103"",""11117"",""11284"",""121512"",""122622"",""126129"",""127833"",""1305"",""1674"",""1757"",""1785"",""1959"",""200205"",""203859"",""2137"",""215"",""2218"",""22880"",""2318"",""23259"",""23299"",""23676"",""2617"",""26353"",""26580"",""2705"",""2992"",""29925"",""29967"",""3035"",""3094"",""3098"",""3315"",""353116"",""3714"",""375790"",""4000"",""400916"",""4137"",""4311"",""4359"",""4547"",""4625"",""4649"",""4747"",""51062"",""5339"",""5375"",""5376"",""54332"",""547"",""55526"",""55775"",""57410"",""57716"",""59341"",""59345"",""595"",""60482"",""6305"",""64419"",""64856"",""65055"",""6572"",""6576"",""6616"",""6652"",""6843"",""7170"",""7273"",""7415"",""7428"",""7453"",""7879"",""79048"",""80208"",""81846"",""8291"",""8557"",""8884"",""8988"",""9131"",""91574"",""9517"",""9782"",""9927"",""9990""]"
HP:0009723,Abnormality of the subungual region,Monarch,"[""126695"",""1294"",""162514"",""3458"",""3728"",""3861"",""3872"",""488"",""51360"",""7248"",""7249"",""79092""]"
HP:0009763,Limb pain,Monarch,"[""10558"",""10613"",""10801"",""10804"",""11277"",""1277"",""1280"",""1289"",""1290"",""1297"",""1298"",""1299"",""1311"",""1371"",""2313"",""2335"",""23592"",""25923"",""26580"",""2706"",""3145"",""3373"",""341208"",""3425"",""3852"",""3853"",""3854"",""3861"",""3868"",""3872"",""4010"",""4148"",""4311"",""4322"",""4669"",""4796"",""51062"",""54"",""5654"",""567"",""5832"",""5921"",""595"",""6399"",""6687"",""7040"",""7428"",""84188"",""8575"",""91662"",""9517"",""9927"",""9935""]"
HP:0009926,Epiphora,Monarch,"[""114548"",""1308"",""1736"",""220202"",""2255"",""2261"",""2263"",""23516"",""26277"",""3123"",""3321"",""3850"",""3859"",""4035"",""4070"",""4693"",""5073"",""55505"",""55651"",""58495"",""6392"",""64218"",""6720"",""7298"",""8322""]"
HP:0010783,Erythema,Monarch,"[""10054"",""1027"",""10320"",""10758"",""11012"",""112744"",""11277"",""11280"",""114548"",""1174"",""127534"",""1277"",""1294"",""1349"",""147409"",""1475"",""1493"",""1508"",""162514"",""1643"",""165918"",""1832"",""1956"",""2068"",""2071"",""2072"",""2073"",""2235"",""224"",""23765"",""242"",""2531"",""2642"",""26525"",""2697"",""2702"",""2703"",""27032"",""2707"",""2752"",""2783"",""3052"",""30817"",""3106"",""3119"",""3123"",""3248"",""340061"",""362"",""3675"",""3691"",""3785"",""3815"",""3848"",""3849"",""3852"",""3858"",""3861"",""3889"",""3981"",""399"",""4014"",""4035"",""4210"",""4598"",""4921"",""50814"",""51360"",""5155"",""5184"",""5238"",""5336"",""5339"",""54539"",""54567"",""54795"",""55612"",""55630"",""55739"",""5696"",""56984"",""57152"",""59344"",""6335"",""6336"",""64065"",""641"",""64127"",""64581"",""64682"",""64840"",""667"",""6720"",""6774"",""6785"",""6820"",""6868"",""7051"",""710"",""713"",""7132"",""7133"",""7507"",""7508"",""7512"",""7518"",""80326"",""84818"",""8517"",""9049"",""9101"",""9333"",""940"",""9401"",""9487"",""9790""]"
HP:0010927,Abnormal blood inorganic cation concentration,Monarch,"[""100134444"",""10056"",""1026"",""1027"",""1028"",""10297"",""1030"",""1031"",""10312"",""10568"",""10686"",""114049"",""1175"",""1186"",""1187"",""1188"",""130340"",""1312"",""135886"",""140803"",""142680"",""1436"",""147372"",""149461"",""1497"",""149775"",""155368"",""155382"",""1576"",""1591"",""1594"",""1621"",""1743"",""1758"",""1788"",""1950"",""197131"",""2006"",""2034"",""221037"",""2271"",""229"",""23095"",""23175"",""23516"",""249"",""2556"",""2591"",""2625"",""26525"",""26608"",""2767"",""2778"",""2783"",""2812"",""28962"",""29072"",""2969"",""29887"",""3030"",""3032"",""3117"",""3119"",""3123"",""37"",""3758"",""3766"",""3939"",""3984"",""406932"",""4149"",""4191"",""421"",""4221"",""476"",""4763"",""4854"",""486"",""50628"",""5092"",""50943"",""51085"",""5155"",""5159"",""51604"",""5167"",""5251"",""5286"",""5442"",""54487"",""54532"",""54805"",""54809"",""54914"",""54938"",""54949"",""5495"",""55532"",""55636"",""55654"",""55764"",""55811"",""56244"",""5741"",""5745"",""58528"",""595"",""5979"",""5982"",""6023"",""6239"",""6261"",""6389"",""6390"",""63901"",""6391"",""6392"",""64116"",""64324"",""64864"",""6519"",""6521"",""6523"",""653361"",""6557"",""6559"",""6569"",""6575"",""6804"",""6899"",""6905"",""695"",""7074"",""7204"",""7227"",""7290"",""7353"",""7421"",""7428"",""7458"",""7461"",""760"",""775"",""779"",""7809"",""79087"",""79577"",""79633"",""79823"",""79879"",""8074"",""8214"",""8220"",""83483"",""8402"",""84033"",""84163"",""84277"",""846"",""8468"",""84876"",""857"",""8600"",""8675"",""8792"",""9031"",""9071"",""9247"",""9275"",""9365"",""9508"",""9569"",""9581"",""9632"",""9842"",""9993""]"
HP:0011096,Peripheral demyelination,Monarch,"[""10128"",""10229"",""10397"",""10749"",""1785"",""19"",""1959"",""2581"",""25974"",""2639"",""285362"",""28982"",""3098"",""4001"",""410"",""4143"",""4337"",""4338"",""4359"",""4547"",""4747"",""5354"",""5375"",""5376"",""54332"",""5631"",""5660"",""57716"",""59345"",""6663"",""6711"",""6834"",""7305"",""7343"",""79152"",""81846"",""8729"",""9150"",""9409"",""9516"",""9639""]"
HP:0011107,Recurrent aphthous stomatitis,Monarch,"[""10125"",""10312"",""10525"",""1053"",""10892"",""114548"",""1230"",""146206"",""148022"",""149233"",""1991"",""2672"",""3106"",""3117"",""3119"",""337867"",""3459"",""355"",""356"",""3569"",""3586"",""3592"",""4210"",""4598"",""4689"",""51311"",""51752"",""54453"",""54941"",""5580"",""5591"",""6097"",""64127"",""64421"",""6728"",""6729"",""6775"",""6789"",""7099"",""720"",""81570"",""8302"",""843"",""84818"",""84876"",""91662"",""9948""]"
HP:0011450,Unusual CNS infection,Monarch,"[""10043"",""10095"",""10525"",""114548"",""115650"",""1230"",""1380"",""148022"",""149233"",""1493"",""1535"",""1536"",""1776"",""201294"",""2022"",""2215"",""2261"",""23495"",""26191"",""29110"",""29760"",""29851"",""3071"",""3106"",""3113"",""3115"",""3123"",""331"",""337867"",""340024"",""3426"",""3459"",""3492"",""3507"",""3543"",""355"",""3561"",""3574"",""3586"",""3592"",""3661"",""3662"",""3718"",""3930"",""4068"",""4210"",""4261"",""4615"",""4688"",""4689"",""50943"",""51135"",""51163"",""51752"",""5295"",""546"",""54820"",""54968"",""55343"",""5551"",""56262"",""5657"",""57393"",""57591"",""58484"",""5896"",""5897"",""596"",""5993"",""5994"",""604"",""629"",""64170"",""653361"",""6688"",""6772"",""6775"",""6813"",""6929"",""695"",""7037"",""7098"",""7099"",""714"",""7187"",""720"",""721"",""731"",""732"",""7454"",""7456"",""7852"",""7922"",""79415"",""79944"",""81622"",""81839"",""8302"",""8517"",""8625"",""8676"",""8915"",""8974"",""930"",""939"",""94"",""959"",""973"",""974""]"
HP:0011495,Abnormal corneal epithelium morphology,Monarch,"[""10269"",""10320"",""10653"",""10804"",""11107"",""114548"",""1161"",""117581"",""121214"",""1230"",""1286"",""1287"",""1288"",""1294"",""1308"",""136647"",""149233"",""1497"",""16"",""1634"",""1643"",""165"",""204219"",""2068"",""2071"",""2072"",""2073"",""2074"",""2200"",""224"",""2255"",""2261"",""2263"",""22861"",""2303"",""242"",""26128"",""26154"",""2623"",""2706"",""285848"",""2934"",""2961"",""3106"",""3123"",""3141"",""326"",""337867"",""3459"",""348938"",""355"",""3572"",""3586"",""3592"",""3850"",""3930"",""4000"",""404672"",""4072"",""4081"",""4166"",""4210"",""4312"",""4358"",""4547"",""4914"",""5080"",""51360"",""51752"",""5336"",""5339"",""54101"",""5429"",""54941"",""55343"",""55612"",""55630"",""55699"",""55768"",""56244"",""59335"",""59344"",""5965"",""6335"",""64127"",""6720"",""6775"",""6820"",""6897"",""6898"",""6935"",""7045"",""7051"",""7099"",""720"",""7389"",""7390"",""7454"",""7456"",""7490"",""7507"",""7508"",""7737"",""8218"",""8302"",""833"",""84627"",""8517"",""8518"",""8626"",""9244""]"
HP:0012122,Anterior uveitis,Monarch,"[""10273"",""144811"",""26191"",""3106"",""3123"",""326"",""3559"",""3560"",""3569"",""4282"",""5771"",""64127"",""6775"",""7128"",""79722"",""8517"",""919""]"
HP:0012200,Abnormality of prothrombin,Monarch,"[""100131801"",""10020"",""10165"",""10507"",""125988"",""132"",""175"",""191"",""2147"",""2153"",""2155"",""2158"",""2159"",""2184"",""23600"",""2542"",""2677"",""2859"",""28976"",""3033"",""3075"",""3117"",""3119"",""3155"",""3426"",""3998"",""4179"",""4485"",""4547"",""5009"",""51594"",""5236"",""5373"",""5551"",""55532"",""55687"",""55768"",""60561"",""6655"",""6718"",""6925"",""79001"",""79087"",""79631"",""81570"",""8328"",""84342"",""8985"",""90411"",""9420"",""9971""]"
HP:0012514,Lower limb pain,Monarch,"[""10613"",""10804"",""1280"",""1297"",""1298"",""1299"",""1311"",""23592"",""26580"",""2706"",""3373"",""341208"",""3852"",""3853"",""3854"",""3861"",""3868"",""3872"",""4010"",""4148"",""4311"",""4322"",""4669"",""4796"",""54"",""5654"",""567"",""5832"",""5921"",""6399"",""6687"",""7040"",""84188"",""8575"",""91662"",""9927"",""9935""]"
HP:0012614,Abnormal urine cytology,Monarch,"[""10155"",""10253"",""10318"",""10413"",""10568"",""10686"",""10758"",""11093"",""112744"",""11277"",""11281"",""112817"",""116085"",""1184"",""1282"",""1285"",""1286"",""1287"",""1288"",""129563"",""135228"",""1380"",""1493"",""149461"",""1497"",""1743"",""1773"",""1776"",""1788"",""1801"",""189"",""2022"",""2034"",""2113"",""2147"",""2153"",""2157"",""2158"",""2159"",""2182"",""2213"",""2215"",""221895"",""2243"",""2271"",""22909"",""23095"",""23193"",""2335"",""23395"",""23607"",""23630"",""23765"",""2542"",""25959"",""25974"",""26191"",""2625"",""2629"",""2658"",""27031"",""2717"",""2719"",""2811"",""2812"",""2815"",""283120"",""29880"",""3043"",""3075"",""3106"",""3113"",""3115"",""3123"",""3162"",""3251"",""335"",""3426"",""3500"",""353"",""3586"",""359948"",""3654"",""3655"",""3663"",""3673"",""3674"",""3684"",""3690"",""3691"",""3998"",""4010"",""4069"",""4089"",""4149"",""4179"",""4191"",""4204"",""4643"",""4763"",""4853"",""4869"",""4926"",""4952"",""50485"",""5052"",""5076"",""5087"",""51284"",""5133"",""51726"",""5213"",""5310"",""5311"",""5345"",""5371"",""54"",""54880"",""54899"",""54949"",""55024"",""55109"",""55654"",""5573"",""55746"",""5657"",""56606"",""567"",""5914"",""5978"",""5979"",""629"",""6303"",""6389"",""6390"",""6391"",""6392"",""640"",""64423"",""64581"",""64859"",""6523"",""6696"",""6711"",""6720"",""675"",""6774"",""6775"",""6777"",""6786"",""6928"",""7056"",""7128"",""718"",""720"",""721"",""7248"",""7249"",""7332"",""7372"",""7428"",""7490"",""7704"",""79718"",""79796"",""79902"",""79932"",""80114"",""8029"",""81494"",""81608"",""8402"",""84818"",""84823"",""8974"",""90411"",""9103"",""9319"",""9380"",""94"",""950"",""9663"",""9688"",""9722"",""9742"",""975"",""9949""]"
HP:0012735,Cough,Monarch,"[""10056"",""10144"",""10309"",""10320"",""10342"",""10551"",""10558"",""10568"",""10585"",""10758"",""1080"",""112744"",""115399"",""115948"",""123872"",""1287"",""1288"",""1314"",""139212"",""1438"",""1439"",""146845"",""1493"",""152110"",""1536"",""161582"",""1767"",""1770"",""1776"",""1832"",""2057"",""21"",""2193"",""221421"",""2302"",""23250"",""23568"",""23639"",""23765"",""246176"",""254428"",""25923"",""25981"",""26191"",""2622"",""2629"",""27019"",""27148"",""29760"",""3106"",""3113"",""3115"",""3117"",""3119"",""3123"",""339829"",""3431"",""345643"",""345895"",""3507"",""352909"",""3543"",""3561"",""3572"",""359948"",""3662"",""374407"",""38"",""388389"",""4141"",""4359"",""440275"",""4842"",""4869"",""4926"",""5073"",""51062"",""51314"",""51364"",""51741"",""51750"",""5265"",""5295"",""5371"",""5376"",""54014"",""54768"",""54880"",""54914"",""54919"",""54970"",""55036"",""55130"",""55172"",""5557"",""5573"",""56244"",""56262"",""5657"",""56683"",""5914"",""5971"",""5981"",""6049"",""6103"",""6337"",""6338"",""6340"",""6440"",""64446"",""64581"",""64859"",""653509"",""659"",""6674"",""6688"",""6772"",""6774"",""6777"",""6929"",""7012"",""7015"",""7048"",""7080"",""7248"",""7249"",""727897"",""729238"",""7704"",""7922"",""79718"",""79925"",""79991"",""80025"",""81608"",""8314"",""83538"",""83544"",""8382"",""83861"",""8481"",""84818"",""85016"",""85452"",""85478"",""8701"",""8974"",""89765"",""91039"",""9244"",""92749"",""93233"",""9517"",""9663"",""973"",""974"",""9940""]"
HP:0025021,Abnormal erythrocyte sedimentation rate,Monarch,"[""10095"",""11277"",""114548"",""130340"",""1314"",""144811"",""1493"",""2000"",""26191"",""26525"",""27178"",""29775"",""3106"",""3113"",""3115"",""3123"",""340061"",""3459"",""3554"",""3557"",""3559"",""3560"",""3569"",""3586"",""3654"",""3702"",""3930"",""4210"",""4261"",""4282"",""4547"",""4598"",""4615"",""4689"",""4795"",""51371"",""51744"",""51816"",""5335"",""55315"",""5580"",""5657"",""5692"",""5696"",""5698"",""57169"",""5771"",""6303"",""64127"",""6583"",""6696"",""6775"",""7040"",""713"",""7132"",""7317"",""79722"",""843"",""8838"",""8974"",""91662"",""919"",""9663""]"
HP:0025125,White lesion of the oral mucosa,Monarch,"[""1736"",""26277"",""2706"",""286887"",""3851"",""3853"",""3854"",""3868"",""3872"",""4210"",""4869"",""5073"",""51750"",""55135"",""55505"",""55612"",""55651"",""6117"",""64858"",""65057"",""7012"",""7015"",""7157"",""7298"",""79650"",""79651"",""80169"",""831""]"
HP:0025245,Cutaneous cyst,Monarch,"[""1500"",""23509"",""257"",""324"",""3458"",""3852"",""3853"",""3854"",""3868"",""3872"",""4488"",""55851"",""56983"",""57688"",""6857"",""7020"",""7248"",""7249"",""81839"",""84168"",""9702"",""999""]"
HP:0025276,Abnormality of skin adnexa physiology,Monarch,"[""1001"",""100134444"",""10161"",""1029"",""1041"",""10558"",""1080"",""10804"",""10892"",""10913"",""11280"",""113179"",""114548"",""1161"",""1185"",""1188"",""1200"",""1201"",""1203"",""121214"",""121391"",""126695"",""128178"",""128674"",""1291"",""1301"",""1308"",""1474"",""1476"",""1497"",""1499"",""1508"",""1509"",""1512"",""162514"",""1644"",""170302"",""1736"",""1743"",""1788"",""1828"",""1896"",""200734"",""2034"",""204219"",""2055"",""2072"",""2074"",""2260"",""2263"",""2271"",""22891"",""229"",""23095"",""2312"",""23516"",""23529"",""23769"",""242"",""2517"",""2556"",""256471"",""25923"",""26154"",""26191"",""26277"",""2690"",""2706"",""27086"",""2717"",""27235"",""283120"",""284111"",""284252"",""284654"",""285848"",""2887"",""2896"",""29926"",""3060"",""3074"",""3094"",""3106"",""3119"",""3123"",""3145"",""3172"",""3190"",""3248"",""3265"",""330"",""3481"",""348938"",""3492"",""3508"",""3572"",""3593"",""3709"",""3717"",""3728"",""3736"",""374393"",""3767"",""3848"",""3852"",""3853"",""3854"",""3857"",""3861"",""3868"",""3872"",""388962"",""3914"",""3977"",""4001"",""412"",""4149"",""4191"",""4221"",""4340"",""4352"",""4763"",""477"",""478"",""4792"",""4803"",""4869"",""4914"",""5015"",""5032"",""5073"",""5083"",""51062"",""51360"",""51750"",""5317"",""54084"",""54101"",""5422"",""54463"",""547"",""54949"",""54982"",""55135"",""55164"",""5538"",""55505"",""55651"",""55654"",""5573"",""55768"",""55975"",""5604"",""5605"",""5621"",""56916"",""57152"",""57511"",""5818"",""59335"",""59344"",""595"",""5979"",""60401"",""60529"",""617"",""6261"",""6335"",""6389"",""6390"",""6391"",""6392"",""64065"",""64072"",""64837"",""6507"",""65125"",""6559"",""6571"",""6657"",""6658"",""6663"",""667"",""6697"",""673"",""6768"",""6785"",""6786"",""6820"",""6833"",""6898"",""6927"",""6945"",""7012"",""7015"",""7051"",""7066"",""7157"",""7189"",""7298"",""7351"",""7428"",""7528"",""773"",""779"",""79641"",""79650"",""80169"",""80216"",""80326"",""80331"",""816"",""83550"",""8402"",""84133"",""8450"",""8517"",""8518"",""85358"",""85446"",""8567"",""8573"",""8626"",""8710"",""8802"",""8803"",""8820"",""8915"",""8929"",""8974"",""9049"",""9071"",""91039"",""9244"",""9325"",""9373"",""9517"",""9630"",""9881"",""9915""]"
HP:0025337,Red eye,Monarch,"[""10320"",""10804"",""114548"",""115650"",""1161"",""1230"",""1294"",""1308"",""136647"",""1380"",""149233"",""16"",""162"",""164"",""1643"",""165"",""1736"",""1776"",""2067"",""2068"",""2071"",""2072"",""2074"",""2077"",""2200"",""2255"",""2261"",""2263"",""22861"",""2303"",""23495"",""2623"",""2706"",""2778"",""2934"",""2961"",""29760"",""29851"",""3106"",""3123"",""3141"",""326"",""3321"",""337867"",""3459"",""3507"",""3543"",""355"",""3586"",""3592"",""3930"",""404672"",""4081"",""4137"",""4210"",""4312"",""4547"",""5075"",""51360"",""51752"",""5295"",""5340"",""5429"",""54809"",""54941"",""55612"",""55630"",""55699"",""56244"",""56262"",""5692"",""5696"",""5698"",""5896"",""5897"",""5965"",""6335"",""64127"",""6472"",""65082"",""6688"",""6720"",""6775"",""686"",""6897"",""6929"",""695"",""7037"",""7045"",""7086"",""7099"",""7132"",""720"",""7389"",""7390"",""7454"",""7456"",""7507"",""7508"",""7737"",""7922"",""79650"",""7994"",""8302"",""833"",""8626"",""8675"",""8676"",""930"",""973"",""974"",""987""]"
HP:0025439,Pharyngitis,Monarch,"[""10312"",""1991"",""26191"",""2672"",""3106"",""3115"",""3123"",""331"",""4068"",""4791"",""55315"",""6728"",""6729"",""7132"",""7852"",""79087"",""81570"",""8974""]"
HP:0025456,Abnormal CSF protein concentration,Monarch,"[""100506658"",""10367"",""112476"",""148022"",""1890"",""1959"",""2512"",""2581"",""25828"",""2632"",""2670"",""285362"",""29110"",""3119"",""3123"",""3980"",""4001"",""410"",""4359"",""4724"",""477"",""50484"",""51099"",""5191"",""5264"",""5376"",""5428"",""5551"",""55768"",""5621"",""56244"",""5660"",""57716"",""587"",""5903"",""6323"",""6558"",""7098"",""7187"",""7276"",""773"",""81622"",""8659"",""966"",""9990""]"
HP:0030016,Dyspareunia,Monarch,"[""10320"",""10371"",""10758"",""112744"",""1235"",""128674"",""1490"",""1630"",""1848"",""2253"",""2260"",""23765"",""23767"",""2535"",""285025"",""3106"",""3123"",""3663"",""3730"",""389549"",""4221"",""54756"",""55636"",""55717"",""60675"",""64072"",""64581"",""6663"",""6870"",""79625"",""81848"",""84818"",""857"",""8820"",""8822"",""9049"",""9394""]"
HP:0030318,Angular cheilitis,Monarch,"[""10804"",""1825"",""2706"",""3853"",""3854"",""3868"",""3872"",""6720"",""8029"",""81693"",""831""]"
HP:0030766,Ear pain,Monarch,"[""207"",""3853"",""3854"",""3868"",""3872"",""4771"",""5155"",""51684"",""5290"",""6598"",""6605"",""6608"",""7015"",""8314"",""84231""]"
